course_id,course_name_en,course_name_th,course_abbrev,credit
2305605,SKILL IN BOTANICAL KNOWLEDGE TRANSFER,ทักษาในการถ่ายทอดความรู้ทางพฤกษศาสตร์,SKILL KNOW TRF,0
2305606,BIOETHICS,ชีวจริยธรรม,BIOETHICS,0
2305651,ADVANCED PLANT PHYSIOLOGY I,\N,ADV PL PHYSIOL I,2
2305651,ADVANCED PLANT PHYSIOLOGY I,สรีรวิทยาขั้นสูงของพืช 1,ADV PL PHYSIOL I,2
2305664,PLANT GENETIC RESOURCES,ทรัพยากรพันธุกรรมของพืช,PL GEN RES,3
2305664,PLANT GENETIC RESOURCES,\N,PL GEN RES,3
2305664,PLANT GENETIC RESOURCES,ทรัพยากรพันธุกรรมของพืช,PL GEN RES,3
2305696,SPECIAL STUDY I,\N,SPECIAL STUDY I,1
2305701,SEMINAR I,\N,SEMINAR I,1
2305702,SEMINAR II,\N,SEMINAR II,1
2305791,BIOLOGICAL PUBLICATION ANALYSIS,\N,BIOL PUBLICAT ANAL,2
2305828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2305894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2305897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2306532,GENERAL UNIT OPERATION,การดำเนินการหน่วยทั่วไป,GEN UNIT OPERATION,3
2306532,GENERAL UNIT OPERATION,การดำเนินการหน่วยทั่วไป,GEN UNIT OPERATION,3
2306532,GENERAL UNIT OPERATION,การดำเนินการ หน่วยทั่วไป,GEN UNIT OPERATION,3
2307580,SEISMIC HAZARD ANALYSIS,การวิเคราะห์อันตรายจากแผ่นดินไหว,SEIS HAZARD ANAL,3
2307580,SEISMIC HAZARD ANALYSIS,การวิเคราะห์อันตรายจากแผ่นดินไหว,SEIS HAZARD ANAL,3
2308303,HISTORY OF SCIENCE,\N,HISTORY OF SCI,3
2308304,PHILOSOPHY OF ENVIRONMENTAL SCIENCE,ปรัชญาวิทยาศาสตร์สภาวะแวดล้อม,PHIL ENVI SCI,3
2308309,FUNDAMENTAL AIR POLLUTION,มลพิษทางอากาศเบื้องต้น,FUND A POLL,3
2308309,FUNDAMENTAL AIR POLLUTION,มลพิษทางอากาศเบื้องต้น,FUND A POLL,3
2308310,AIR AND NOISE POLLUTION LABORATORY,ปฏิบัติการด้านมลพิษทางอากาศและเสียง,A/N POLL LAB,1
2308317,AQUATIC ENVIRONMENTAL SCIENCE,วิทยาศาสตร์สิ่งแวดล้อมทางน้ำ,AQUA ENV SCI,3
2308319,PRINCIPLES OF ENVIRONMENTAL SCIENCE INSTRUMENTATION,หลักเครื่องมือวิทยาศาสตร์สภาวะแวดล้อม,ENVI SCI INSTRU,2
2308320,INTRODUCTION TO HAZARDOUS WASTE,ของเสียอันตรายเบื้องต้น,INTRO HAZ WASTE,3
2308320,INTRODUCTION TO HAZARDOUS WASTE,ของเสียอันตรายเบื้องต้น,INTRO HAZ WASTE,3
2308351,ENVIRONMENTAL SCIENCE I,\N,ENVIRONMENT SCI I,3
2308352,ENVIRONMENTAL TOXICOLOGY,\N,ENVIRON TOXICOLOGY,3
2308352,ENVIRONMENTAL TOXICOLOGY,\N,ENVIRON TOXICOLOGY,3
2308354,THE STRATEGY OF LIFE,\N,STRATEGY OF LIFE,3
2308357,ENVIRONMENTAL NOISE,เสียงรบกวนในสิ่งแวดล้อม,ENV NOISE,3
2308357,ENVIRONMENTAL NOISE,เสียงรบกวนในสิ่งแวดล้อม,ENV NOISE,3
2308359,ENVIRONMENTAL SCIENCE LABORATORY,ปฏิบัติการวิทยาศาสตร์สภาวะแวดล้อม,ENVI SCI LAB,1
2308366,FUNDAMENTALS OF SOLID WASTE MANAGEMENT,การจัดการมูลฝอยเบื้องต้น,FUND SOLID WASTE,3
2308369,ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,สิ่งแวดล้อมและการพัฒนาที่ยั่งยืน,ENVI SUSTAIN DEV,3
2308390,TRAINING,\N,TRAINING,0
2308399,PROJECT PROPOSAL,การเสนอโครงงาน,PROJECT PROPOSAL,1
2308401,FUNDAMENTAL NATURAL RESOURCES AND ENVIRONMENTAL MANAGEMENT,การจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อมขั้นพื้นฐาน,FUND RES/ENVI MGT,3
2308408,ENVIRONMENTAL SCIENCE FIELD STUDIES,การศึกษาภาคสนามวิทยาศาสตร์สภาวะแวดล้อม,ENV SCI FIELD STUD,1
2308410,ENVIRONMENTAL MONITORING AND AUDITING,การติดตามตรวจสอบและการตรวจประเมินสิ่งแวดล้อม,ENVI MONI AUDIT,3
2308418,ENVIRONMENTAL REMEDIATION TECHNOLOGY,เทคโนโลยีการฟื้นฟูสิ่งแวดล้อม,ENVI REMED TECH,3
2308418,ENVIRONMENTAL REMEDIATION TECHNOLOGY,เทคโนโลยีการฟื้นฟูสิ่งแวดล้อม,ENVI REMED TECH,3
2308421,ENVIRONMENTAL MANAGEMENT SYSTEM,ระบบการจัดการสิ่งแวดล้อม,ENV MGT SYS,3
2308421,ENVIRONMENTAL MANAGEMENT SYSTEM,ระบบการจัดการสิ่งแวดล้อม,ENV MGT SYS,3
2308448,GLOBAL ENVIRONMENTAL CHANGE,การเปลี่ยนแปลงสิ่งแวดล้อมโลก,GLOB ENV CHG,3
2308451,ENVIRONMENTAL SOIL SCIENCE,\N,ENVIRON SOIL SCI,3
2308453,ENVIRONMENTAL SOIL SCIENCE LABORATORY,ปฎิบัติการปฐพีวิทยาวิเคราะห์,ENV SOIL SC LAB,1
2308456,AQUATIC ENVIRONMENTAL SCIENCE LABORATORY,ปฏิบัติการวิทยาศาสตร์สภาวะแวดล้อมทางน้ำ,AQUA ENV SCI LAB,1
2308462,FUNDAMENTAL ENVIRONMENTAL HEALTH,สิ่งแวดล้อมสุขภาพเบื้องต้น,FUND ENV HEALTH,3
2308468,SCIENTIFIC APPROACH IN ENVIRONMENTAL IMPACT ASSESSMENT,วิธีการทางวิทยาศาสตร์ในการประเมินผลกระทบสิ่งแวดล้อม,SCI APRCH EIA,3
2308468,SCIENTIFIC APPROACH IN ENVIRONMENTAL IMPACT ASSESSMENT,วิธีการทางวิทยาศาสตร์ในการประเมินผลกระทบสิ่งแวดล้อม,SCI APRCH EIA,3
2308469,POLLUTION CONTROL AND WASTE MANAGEMENT,การควบคุมมลพิษและการจัดการของเสีย,POL CTRL WASTE MGT,3
2308490,SEMINAR,สัมมนา,SEMINAR,1
2308497,INDEPENDENT STUDIES,การศึกษาเฉพาะบุคคล,INDEPEND STUDIES,2
2308497,INDEPENDENT STUDIES,\N,INDEPEND STUDIES,2
2308498,SCIENCE RESEARCH METHODS,\N,SCI RESEARCH METH,2
2308499,SENIOR PROJECT,โครงงานวิทยาศาสตร์,SENIOR PROJECT,2
2309201,GENERAL OCEANOLOGY,\N,GEN OCEANOLOGY,2
2310201,HEALTH AND BEAUTY,สุขภาพและความงาม,HEALTH/BEAUTY,3
2310222,BIOCHEMISTRY FOR MEDICAL SCIENCES,ชีวเคมีเพื่อวิทยาศาสตร์การแพทย์,BIOCHEM MED SC,2
2310252,BIOCHEMISTRY LABORATORY FOR MEDICAL SCIENCES,ปฎิบัติการชีวเคมีวิทยาศาสตร์การแพทย์,BIOCHEM LAB MED SC,1
2310252,BIOCHEMISTRY LABORATORY FOR MEDICAL SCIENCES,ปฎิบัติการชีวเคมีวิทยาศาสตร์การแพทย์,BIOCHEM LAB MED SC,1
2310303,HUMAN BIOCHEMISTRY,ชีวเคมีของมนุษย์,HUMAN BIOCHEMISTRY,2
2310303,HUMAN BIOCHEMISTRY,ชีวเคมีของมนุษย์,HUMAN BIOCHEMISTRY,2
2310310,GENERAL BIOCHEMISTRY,ชีวเคมีทั่วไป,GEN BIOCHEM,3
2310310,GENERAL BIOCHEMISTRY,ชีวเคมีทั่วไป,GEN BIOCHEM,3
2310310,GENERAL BIOCHEMISTRY,ชีวเคมีทั่วไป,GEN BIOCHEM,3
2310310,GENERAL BIOCHEMISTRY,ชีวเคมีทั่วไป,GEN BIOCHEM,3
2310310,GENERAL BIOCHEMISTRY,ชีวเคมีทั่วไป,GEN BIOCHEM,3
2310360,GENERAL BIOCHEMISTRY LABORATORY,ปฏิบัติการชีวเคมีทั่วไป,GEN BIOCHEM LAB,1
2310360,GENERAL BIOCHEMISTRY LABORATORY,ปฏิบัติการชีวเคมีทั่วไป,GEN BIOCHEM LAB,1
2310502,ENZYME BIOTECHNOLOGY,เทคโนโลยีชีวภาพของเอนไซม์,ENZYME BIOTECH,3
2310502,ENZYME BIOTECHNOLOGY,เทคโนโลยีชีวภาพของเอนไซด์,ENZYME BIOTECH,3
2310506,BIOINFORMATICS I,ชีวสารสนเทศ 1,BIOINFORMATICS I,3
2310506,BIOINFORMATICS I,ชีวสารสนเทศ 1,BIOINFORMATICS I,3
2310523,GENOMICS AND PROTEOMICS,จีโนมิกส์และโปรติโอมิกส์,GENOM/PROTEOM,2
2310554,GENETIC ENGINEERING,พันธุวิศวกรรม,GENE ENG,2
2310554,GENETIC ENGINEERING,พันธุวิศวกรรม,GENE ENG,2
2310650,BIOCHEMICAL TECHNIQUES,เทคนิคทางชีวเคมี,BIOCHEM TECH,3
2312100,MICROBES:FRIENDS AND FOES,จุลินทรีย์:มิตรและศัตรู,MICROB FRIEND FOE,3
2312483,VIROLOGY,ไวรัสวิทยา,VIROLOGY,3
2312563,YEAST GENETICS,พันธุศาสตร์ของยีสต์,YEAST GENETICS,2
2312564,YEAST GENETICS LABORATORY,ปฏิบัติการพันธุศาสตร์ของยีสต์,YEAST GENETICS LAB,1
2312564,YEAST GENETICS LABORATORY,ปฏิบัติการพันธุศาสตร์ของยีสต์,YEAST GENETICS LAB,1
2312572,FUNGI AND MYCOTOXINS IN FOOD,ราและสารพิษจากราในอาหาร,FUNGI MYCOTOX FOOD,2
2312576,ENVIRONMENTAL MICROBIOLOGY,จุลชีววิทยาสิ่งแวดล้อม,ENV MICROBIO,2
2312576,ENVIRONMENTAL MICROBIOLOGY,จุลชีววิทยาสิ่งแวดล้อม,ENV MICROBIO,2
2312583,VIROLOGY OF AQUATIC ANIMALS,ไวรัสวิทยาของสัตว์น้ำ,VIRO AQUA ANL,3
2312584,PLANT VIROLOGY,ไวรัสวิทยาทางพืช,PLANT VIROLOGY,3
2312589,IMMUNOTECHNOLOGY,เทคโนโลยีทางภูมิคุ้มกันวิทยา,IMMUNOTECHNOLOGY,2
2312594,TRENDS AND TECHNOLOGIES IN IMMUNE-MEDIATED DISEASES,แนวโน้มและเทคโนโลยีในโรคที่เกี่ยวข้องกับระบบภูมิคุ้มกัน,TRN TECH IMMU DIS,2
2312706,CURRENT TOPICS IN MICROBIOLOGY,เรื่องปัจจุบันทางจุลชีววิทยา,CUR TOP MIB,1
2312708,DOCTORAL SEMINAR I,สัมมนาปริญญาเอก 1,DOCTORAL SEM I,1
2312709,DOCTORAL SEMINAR II,สัมมนาปริญญาเอก 2,DOCTORAL SEM II,1
2312710,DOCTORAL SEMINAR III,สัมมนาปริญญาเอก 3,DOCTORAL SEM III,1
2312711,DOCTORAL SEMINAR IV,สัมมนาปริญญาเอก 4,DOCTORAL SEM IV,1
2312712,DOCTORAL SEMINAR V,สัมมนาปริญญาเอก 5,DOCTORAL SEM V,1
2312713,DOCTORAL SEMINAR VI,สัมมนาปริญญาเอก 6,DOCTORAL SEM VI,1
2312828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2312894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2312897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2313202,PHOTOGRAPHIC LABORATORY,\N,PHOTO LAB,1
2313213,DIGITAL PHOTOGRAPHY,การถ่ายภาพดิจิทัล,DIGITAL PHOTO,3
2313221,PHOTOGRAPHIC SCIENCE,วิทยาศาสตร์การถ่ายภาพ,PHOTO SCI,3
2313226,PRINT MEDIA TECHNOLOGY,เทคโนโลยีสื่อสิ่งพิมพ์,PRINT MEDIA TECH,3
2314255,ELEMENTARY FOOD TECHNOLOGY,หลักการเบื้องต้นของเทคโนโลยีทางอาหาร,ELEMENT FOOD TECH,3
2314257,INTRODUCTION TO PACKAGING TECHNOLOGY,เทคโนโลยีการบรรจุเบื้องต้น,INTRO PACK TECH,3
2314351,CHEMICAL AND BIOLOGICAL CHANGES OF FOOD I,การเปลี่ยนแปลงทางเคมีและชีวภาพของอาหาร 1,CHEM/BIO CH I,3
2314352,CHEMICAL AND BIOLOGICAL CHANGES OF FOOD II,การเปลี่ยนแปลงทางเคมีและชีวภาพของอาหาร 2,CHEM/BIO CH II,2
2314353,FOOD STANDARDS AND SAFETY,มาตรฐานอาหารและความปลอดภัย,FOOD STD/SAF,1
2314354,INTRODUCTION TO FOOD PROCESSING AND PRESERVATION,การแปรรูปและถนอมอาหารเบื้องต้น,INTRO PROC/PRESERV,4
2314401,PRINCIPLES OF AGRICULTURAL RAW MATERIAL PROCESSING: MEAT PRODUCTS,หลักการแปรรูปวัตถุดิบทางการเกษตร: ผลิตภัณฑ์จากเนื้อสัตว์,PRIN RM PROC MEAT,3
2314402,PRINCIPLES OF AGRICULTURAL RAW MATERIAL PROCESSING: PLANT PRODUCTS,หลักการแปรรูปวัตถุดิบทางการเกษตร: ผลิตภัณฑ์จากพืช,PRIN RM PROC PLANT,3
2314403,PRODUCT DEVELOPMENT,การพัฒนาผลิตภัณฑ์,PROD DEV,2
2314403,PRODUCT DEVELOPMENT,การพัฒนาผลิตภัณฑ์,PROD DEV,2
2314404,BIOTECHNOLOGY FOR BETTER PRODUCTIVITY,เทคโนโลยีชีวภาพเพื่อเพิ่มผลผลิต,BIOTECH BTR PROD,2
2314404,BIOTECHNOLOGY FOR BETTER PRODUCTIVITY,เทคโนโลยีชีวภาพเพื่อเพิ่มผลผลิต,BIOTECH BTR PROD,2
2341605,BIOTECHNOLOGY I,เทคโนโลยีชีวภาพ 1,BIOTECHNOLOGY I,3
2341606,BIOTECHNOLOGY II,เทคโนโลยีชีวภาพ 2,BIOTECHNOLOGY II,3
2341608,USE OF INSTRUMENTS FOR BIOTECHNOLOGY,การใช้เครื่องมือทางเทคโนโลยีชีวภาพ,INST BIOTECH,2
2341608,INSTRUMENTS FOR BIOTECHNOLOGY,การใช้เครื่องมือทางเทคโนโลยีชีวภาพ,INST BIOTECH,2
2341627,EXPERIMENTAL DESIGNS AND DATA ANALYSIS,การวางแผนการทดลองและวิเคราะห์ข้อมูล,EXP DESIGN ANAL,3
2341697,TRENDS IN BIOTECHNOLOGY,แนวโน้มทางเทคโนโลยีชีวภาพ,TREND BIOTECH,1
2341828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2341894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2341897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2342621,SYNTHESIS OF POLYMERS,การสังเคราะห์พอลิเมอร์,SYNTHESIS POLYMER,3
2342635,SELECTED TOPICS IN POLYMER SCIENCE,เรื่องคัดเฉพาะทางวิทยาศาสตร์พอลิเมอร์,SEL TOP POLYMER SC,3
2342636,SELECTED TOPICS IN PETROCHEMISTRY,เรื่องคัดเฉพาะทางปิโตรเคมี,SEL TOP PETRO,3
2342699,INDIVIDUAL STUDY,เอกัตศึกษา,INDIVIDUAL STUDY,3
2342828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2342894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2342897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2400104,POLITICS AND GOVERNMENT OF THAILAND,การเมืองและการปกครองของไทย,POL GOVT THAI,3
2400105,INTRODUCTION TO LAW,ความรู้เบื้องต้นเกี่ยวกับกฎหมาย,INTRO LAW,3
2400210,SOCIOLOGICAL PERSPECTIVES,สังคมวิทยาปริทัศน์,SOCIO PERSP,3
2400701,PHILOSOPHY OF SOCIAL SCIENCES AND POLITICAL ANALYSIS,ปรัชญาสังคมศาสตร์และการวิเคราะห์ทางการเมือง,PHI SO SC POL ANA,3
2400703,QUANTITATIVE RESEARCH METHODS IN SOCIAL SCIENCE,วิธีวิจัยเชิงปริมาณในทางสังคมศาสตร์,QUAN RES METH,3
2400704,QUALITATIVE RESEARCH METHODS IN SOCIAL SCIENCE,วิธีวิจัยเชิงคุณภาพในทางสังคมศาสตร์,QUAL RES METH,3
2400894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2401180,INTRODUCTION TO POLITICAL SCIENCE,ความรู้เบื้องต้นเกี่ยวกับรัฐศาสตร์,INTRO TO POL SCI,3
2401217,MODERN THAI POLITICS,การเมืองไทยสมัยใหม่,MODERN THAI POL,3
2401300,POLITICAL PHILOSOPHY,ปรัชญาการเมือง,POL PHILO,3
